,tickerlist,invest_grades,timestamps,past_price,current_price
2427,NRIM,,,,
2428,NRIX,,,,
2429,NSEC,,,,
2430,NSIT,,,,
2431,NSSC,,,,
2432,NSTG,,,,
2433,NSYS,,,,
2434,NTAP,,,,
2435,NTCT,,,,
2436,NTEC,,,,
2437,NTES,,,,
2438,NTGR,,,,
2439,NTIC,,,,
2440,NTLA,,,,
2441,NTNX,,,,
2442,NTRA,,,,
2443,NTRP,,,,
2444,NTRS,,,,
2445,NTRSO,,,,
2446,NTUS,,,,
2447,NTWK,,,,
2448,NUAN,,,,
2449,NURO,,,,
2450,NUVA,,,,
2451,NUZE,,,,
2452,NVAX,,,,
2453,NVCN,,,,
2454,NVCR,,,,
2455,NVDA,,,,
2456,NVEC,,,,
2457,NVEE,,,,
2458,NVFY,,,,
2459,NVIV,,,,
2460,NVMI,,,,
2461,NVUS,,,,
2462,NWBI,,,,
2463,NWE,,,,
2464,NWFL,,,,
2465,NWL,,,,
2466,NWLI,,,,
2467,NWPX,,,,
2468,NWS,,,,
2469,NWSA,,,,
2470,NXGN,,,,
2471,NXPI,,,,
2472,NXST,,,,
2473,NXTC,,,,
2474,NXTD,,,,
2475,NXTG,,,,
2476,NYMT,,,,
2477,NYMTM,,,,
2478,NYMTN,,,,
2479,NYMTO,,,,
2480,NYMTP,,,,
2481,NYMX,,,,
2482,OBAS,,,,
2483,OBCI,,,,
2484,OBLN,,,,
2485,OBNK,,,,
2486,OBSV,,,,
2487,OCC,,,,
2488,OCCI,,,,
2489,OCCIP,,,,
2490,OCFC,,,,
2491,OCFCP,,,,
2492,OCGN,,,,
2493,OCSI,,,,
2494,OCSL,,,,
2495,OCUL,,,,
2496,OCUP,,,,
2497,ODFL,,,,
2498,ODP,,,,
2499,ODT,,,,
2500,OEG,,,,
2501,OESX,,,,
2502,OFED,,,,
2503,OFIX,,,,
2504,OFLX,,,,
2505,OFS,,,,
2506,OFSSG,,,,
2507,OFSSI,,,,
2508,OFSSL,,,,
2509,OFSSZ,,,,
2510,OGI,,,,
2511,OIIM,,,,
2512,OKTA,,,,
2513,OLB,,,,
2514,OLD,,,,
2515,OLED,,,,
2516,OLLI,,,,
2517,OM,,,,
2518,OMAB,,,,
2519,OMCL,,,,
2520,OMER,,,,
2521,OMEX,,,,
2522,OMP,,,,
2523,ON,,,,
2524,ONB,,,,
2525,ONCR,,,,
2526,ONCS,,,,
2527,ONCT,,,,
2528,ONCY,,,,
2529,ONEM,,,,
2530,ONEQ,,,,
2531,ONEW,,,,
2532,ONTX,,,,
2533,ONTXW,,,,
2534,ONVO,,,,
2535,OPBK,,,,
2536,OPCH,,,,
2537,OPES,,,,
2538,OPESU,,,,
2539,OPESW,,,,
2540,OPGN,,,,
2541,OPHC,,,,
2542,OPI,,,,
2543,OPINI,,,,
2544,OPINL,,,,
2545,OPK,,,,
2546,OPNT,,,,
2547,OPOF,,,,
2548,OPRA,,,,
2549,OPRT,,,,
2550,OPRX,,,,
2551,OPT,,,,
2552,OPTN,,,,
2553,OPTT,,,,
2554,ORBC,,,,
2555,ORGO,,,,
2556,ORGS,,,,
2557,ORIC,,,,
2558,ORLY,,,,
2559,ORMP,,,,
2560,ORPH,,,,
2561,ORRF,,,,
2562,ORTX,,,,
2563,OSBC,,,,
2564,OSIS,,,,
2565,OSMT,,,,
2566,OSN,,,,
2567,OSPN,,,,
2568,OSS,,,,
2569,OSTK,,,,
2570,OSUR,,,,
2571,OSW,,,,
2572,OTEL,,,,
2573,OTEX,,,,
2574,OTIC,,,,
2575,OTLK,,,,
2576,OTLKW,,,,
2577,OTRAU,,,,
2578,OTRK,,,,
2579,OTRKP,,,,
2580,OTTR,,,,
2581,OVBC,,,,
2582,OVID,,,,
2583,OVLY,,,,
2584,OXBR,,,,
2585,OXBRW,,,,
2586,OXFD,,,,
2587,OXLC,,,,
2588,OXLCM,,,,
2589,OXLCO,,,,
2590,OXLCP,,,,
2591,OXSQ,,,,
2592,OXSQL,,,,
2593,OXSQZ,,,,
2594,OYST,,,,
2595,OZK,,,,
2596,PAAS,,,,
2597,PACB,,,,
2598,PACW,,,,
2599,PAE,,,,
2600,PAEWW,,,,
2601,PAHC,,,,
2602,PAIC,,,,
2603,PAICU,,,,
2604,PAICW,,,,
2605,PAND,,,,
2606,PANL,,,,
2607,PASG,,,,
2608,PATI,,,,
2609,PATK,,,,
2610,PAVM,,,,
2611,PAVMW,,,,
2612,PAVMZ,,,,
2613,PAYA,,,,
2614,PAYAW,,,,
2615,PAYS,,,,
2616,PAYX,,,,
2617,PBCT,,,,
2618,PBCTP,,,,
2619,PBFS,,,,
2620,PBHC,,,,
2621,PBIP,,,,
2622,PBPB,,,,
2623,PBTS,,,,
2624,PBYI,,,,
2625,PCAR,,,,
2626,PCB,,,,
2627,PCH,,,,
2628,PCOM,,,,
2629,PCRX,,,,
2630,PCSA,,,,
2631,PCSB,,,,
2632,PCTI,,,,
2633,PCTY,,,,
2634,PCVX,,,,
2635,PCYG,,,,
2636,PCYO,,,,
2637,PDBC,,,,
2638,PDCE,,,,
2639,PDCO,,,,
2640,PDD,,,,
2641,PDEV,,,,
2642,PDEX,,,,
2643,PDFS,,,,
2644,PDLB,,,,
2645,PDLI,,,,
2646,PDP,,,,
2647,PDSB,,,,
2648,PEBK,,,,
2649,PEBO,,,,
2650,PECK,,,,
2651,PEGA,,,,
2652,PEIX,,,,
2653,PENN,,,,
2654,PEP,,,,
2655,PERI,,,,
2656,PESI,,,,
2657,PETQ,,,,
2658,PETS,,,,
2659,PETZ,,,,
2660,PEY,,,,
2661,PEZ,,,,
2662,PFBC,,,,
2663,PFBI,,,,
2664,PFC,,,,
2665,PFF,,,,
2666,PFG,,,,
2667,PFHD,,,,
2668,PFI,,,,
2669,PFIE,,,,
2670,PFIN,,,,
2671,PFIS,,,,
2672,PFLT,,,,
2673,PFM,,,,
2674,PFMT,,,,
2675,PFPT,,,,
2676,PFSW,,,,
2677,PGC,,,,
2678,PGEN,,,,
2679,PGJ,,,,
2680,PGNY,,,,
2681,PHAS,,,,
2682,PHAT,,,,
2683,PHCF,,,,
2684,PHICU,,,,
2685,PHIO,,,,
2686,PHIOW,,,,
2687,PHO,,,,
2688,PHUN,,,,
2689,PHUNW,,,,
2690,PI,,,,
2691,PICO,,,,
2692,PID,,,,
2693,PIE,,,,
2694,PIH,,,,
2695,PIHPP,,,,
2696,PINC,,,,
2697,PIO,,,,
2698,PIRS,,,,
2699,PIXY,,,,
2700,PIZ,,,,
2701,PKBK,,,,
2702,PKOH,,,,
2703,PKW,,,,
2704,PLAB,,,,
2705,PLAY,,,,
2706,PLBC,,,,
2707,PLC,,,,
2708,PLCE,,,,
2709,PLIN,,,,
2710,PLL,,,,
2711,PLMR,,,,
2712,PLPC,,,,
2713,PLRX,,,,
2714,PLSE,,,,
2715,PLUG,,,,
2716,PLUS,,,,
2717,PLW,,,,
2718,PLXP,,,,
2719,PLXS,,,,
2720,PLYA,,,,
2721,PMBC,,,,
2722,PMD,,,,
2723,PME,,,,
2724,PMVP,,,,
2725,PNBK,,,,
2726,PNFP,,,,
2727,PNFPP,,,,
2728,PNNT,,,,
2729,PNNTG,,,,
2730,PNQI,,,,
2731,PNRG,,,,
2732,PNTG,,,,
2733,POAI,,,,
2734,PODD,,,,
2735,POLA,,,,
2736,POOL,,,,
2737,POTX,,,,
2738,POWI,,,,
2739,POWL,,,,
2740,PPBI,,,,
2741,PPC,,,,
2742,PPD,,,,
2743,PPH,,,,
2744,PPIH,,,,
2745,PPSI,,,,
2746,PRAA,,,,
2747,PRAH,,,,
2748,PRAX,,,,
2749,PRCP,,,,
2750,PRDO,,,,
2751,PRFT,,,,
2752,PRFX,,,,
2753,PRFZ,,,,
2754,PRGS,,,,
2755,PRGX,,,,
2756,PRIM,,,,
2757,PRLD,,,,
2758,PRN,,,,
2759,PROF,,,,
2760,PROG,,,,
2761,PROV,,,,
2762,PRPH,,,,
2763,PRPL,,,,
2764,PRPLW,,,,
2765,PRPO,,,,
2766,PRQR,,,,
2767,PRSC,,,,
2768,PRTA,,,,
2769,PRTC,,,,
2770,PRTH,,,,
2771,PRTK,,,,
2772,PRTS,,,,
2773,PRVB,,,,
2774,PRVL,,,,
2775,PS,,,,
2776,PSAC,,,,
2777,PSACU,,,,
2778,PSACW,,,,
2779,PSC,,,,
2780,PSCC,,,,
2781,PSCD,,,,
2782,PSCE,,,,
2783,PSCF,,,,
2784,PSCH,,,,
2785,PSCI,,,,
2786,PSCM,,,,
2787,PSCT,,,,
2788,PSCU,,,,
2789,PSEC,,,,
2790,PSET,,,,
2791,PSHG,,,,
2792,PSL,,,,
2793,PSM,,,,
2794,PSMT,,,,
2795,PSNL,,,,
2796,PSTI,,,,
2797,PSTV,,,,
2798,PSTX,,,,
2799,PT,,,,
2800,PTAC,,,,
2801,PTACU,,,,
2802,PTACW,,,,
2803,PTC,,,,
2804,PTCT,,,,
2805,PTE,,,,
2806,PTEN,,,,
2807,PTF,,,,
2808,PTGX,,,,
2809,PTH,,,,
2810,PTI,,,,
2811,PTMN,,,,
2812,PTNR,,,,
2813,PTON,,,,
2814,PTRS,,,,
2815,PTSI,,,,
2816,PTVCA,,,,
2817,PTVCB,,,,
2818,PTVE,,,,
2819,PUI,,,,
2820,PULM,,,,
2821,PUYI,,,,
2822,PVAC,,,,
2823,PVBC,,,,
2824,PWFL,,,,
2825,PWOD,,,,
2826,PXI,,,,
2827,PXLW,,,,
2828,PXS,,,,
2829,PXSAP,,,,
2830,PXSAW,,,,
2831,PY,,,,
2832,PYPD,,,,
2833,PYPL,,,,
2834,PYZ,,,,
2835,PZZA,,,,
2836,QABA,,,,
2837,QADA,,,,
2838,QADB,,,,
2839,QAT,,,,
2840,QCLN,,,,
2841,QCOM,,,,
2842,QCRH,,,,
2843,QDEL,,,,
2844,QELLU,,,,
2845,QFIN,,,,
2846,QH,,,,
2847,QIWI,,,,
2848,QK,,,,
2849,QLGN,,,,
2850,QLYS,,,,
2851,QMCO,,,,
2852,QNST,,,,
2853,QQEW,,,,
2854,QQQ,,,,
2855,QQQJ,,,,
2856,QQQM,,,,
2857,QQQN,,,,
2858,QQQX,,,,
2859,QQXT,,,,
2860,QRHC,,,,
2861,QRTEA,,,,
2862,QRTEB,,,,
2863,QRTEP,,,,
2864,QRVO,,,,
2865,QTEC,,,,
2866,QTNT,,,,
2867,QTRX,,,,
2868,QTT,,,,
2869,QUIK,,,,
2870,QUMU,,,,
2871,QURE,,,,
2872,QYLD,,,,
2873,QYLG,,,,
2874,RACA,,,,
2875,RADA,,,,
2876,RADI,,,,
2877,RAIL,,,,
2878,RAND,,,,
2879,RAPT,,,,
2880,RARE,,,,
2881,RAVE,,,,
2882,RAVN,,,,
2883,RBB,,,,
2884,RBBN,,,,
2885,RBCAA,,,,
2886,RBCN,,,,
2887,RBKB,,,,
2888,RBNC,,,,
2889,RCEL,,,,
2890,RCHGU,,,,
2891,RCII,,,,
2892,RCKT,,,,
2893,RCKY,,,,
2894,RCM,,,,
2895,RCMT,,,,
2896,RCON,,,,
2897,RDCM,,,,
2898,RDFN,,,,
2899,RDHL,,,,
2900,RDI,,,,
2901,RDIB,,,,
2902,RDNT,,,,
2903,RDUS,,,,
2904,RDVT,,,,
2905,RDVY,,,,
2906,RDWR,,,,
2907,REAL,,,,
2908,REDU,,,,
2909,REED,,,,
2910,REFR,,,,
2911,REG,,,,
2912,REGI,,,,
2913,REGN,,,,
2914,REKR,,,,
2915,RELL,,,,
2916,RELV,,,,
2917,REPH,,,,
2918,REPL,,,,
2919,RESN,,,,
2920,RETA,,,,
2921,RETO,,,,
2922,REYN,,,,
2923,RFAP,,,,
2924,RFDI,,,,
2925,RFEM,,,,
2926,RFEU,,,,
2927,RFIL,,,,
2928,RGCO,,,,
2929,RGEN,,,,
2930,RGLD,,,,
2931,RGLS,,,,
2932,RGNX,,,,
2933,RGP,,,,
2934,RIBT,,,,
2935,RICK,,,,
2936,RIDE,,,,
2937,RIDEW,,,,
2938,RIGL,,,,
2939,RILY,,,,
2940,RILYG,,,,
2941,RILYH,,,,
2942,RILYI,,,,
2943,RILYL,,,,
2944,RILYM,,,,
2945,RILYN,,,,
2946,RILYO,,,,
2947,RILYP,,,,
2948,RILYZ,,,,
2949,RING,,,,
2950,RIOT,,,,
2951,RIVE,,,,
2952,RKDA,,,,
2953,RLAY,,,,
2954,RLMD,,,,
2955,RMBI,,,,
2956,RMBL,,,,
2957,RMBS,,,,
2958,RMCF,,,,
2959,RMNI,,,,
2960,RMR,,,,
2961,RMRM,,,,
2962,RMTI,,,,
2963,RNA,,,,
2964,RNDB,,,,
2965,RNDM,,,,
2966,RNDV,,,,
2967,RNEM,,,,
2968,RNET,,,,
2969,RNLC,,,,
2970,RNLX,,,,
2971,RNMC,,,,
2972,RNSC,,,,
2973,RNST,,,,
2974,RNWK,,,,
2975,ROAD,,,,
2976,ROBT,,,,
2977,ROCH,,,,
2978,ROCHU,,,,
2979,ROCHW,,,,
2980,ROCK,,,,
2981,ROIC,,,,
2982,ROKU,,,,
2983,ROLL,,,,
2984,ROOT,,,,
2985,ROST,,,,
2986,RP,,,,
2987,RPAY,,,,
2988,RPD,,,,
2989,RPRX,,,,
2990,RPTX,,,,
2991,RRBI,,,,
2992,RRGB,,,,
2993,RRR,,,,
2994,RSSS,,,,
2995,RTH,,,,
2996,RTLR,,,,
2997,RTRX,,,,
2998,RUBY,,,,
2999,RUHN,,,,
3000,RUN,,,,
3001,RUSHA,,,,
3002,RUSHB,,,,
3003,RUTH,,,,
3004,RVMD,,,,
3005,RVNC,,,,
3006,RVSB,,,,
3007,RWLK,,,,
3008,RXT,,,,
3009,RYAAY,,,,
3010,RYTM,,,,
3011,RZLT,,,,
3012,SABR,,,,
3013,SABRP,,,,
3014,SAFM,,,,
3015,SAFT,,,,
3016,SAGE,,,,
3017,SAIA,,,,
3018,SAII,,,,
3019,SAIIU,,,,
3020,SAIIW,,,,
3021,SAL,,,,
3022,SALM,,,,
3023,SAMA,,,,
3024,SAMAU,,,,
3025,SAMAW,,,,
3026,SAMG,,,,
3027,SANM,,,,
3028,SANW,,,,
3029,SASR,,,,
3030,SATS,,,,
3031,SAVA,,,,
3032,SBAC,,,,
3033,SBBP,,,,
3034,SBCF,,,,
3035,SBFG,,,,
3036,SBGI,,,,
3037,SBLK,,,,
3038,SBLKZ,,,,
3039,SBNY,,,,
3040,SBPH,,,,
3041,SBRA,,,,
3042,SBSI,,,,
3043,SBT,,,,
3044,SBUX,,,,
3045,SCHL,,,,
3046,SCHN,,,,
3047,SCKT,,,,
3048,SCOR,,,,
3049,SCPH,,,,
3050,SCPL,,,,
3051,SCSC,,,,
3052,SCVL,,,,
3053,SCWX,,,,
3054,SCYX,,,,
3055,SCZ,,,,
3056,SDC,,,,
3057,SDG,,,,
3058,SDGR,,,,
3059,SDVY,,,,
3060,SEAC,,,,
3061,SECO,,,,
3062,SEDG,,,,
3063,SEED,,,,
3064,SEEL,,,,
3065,SEIC,,,,
3066,SELB,,,,
3067,SELF,,,,
3068,SENEA,,,,
3069,SENEB,,,,
3070,SESN,,,,
3071,SFBC,,,,
3072,SFBS,,,,
3073,SFET,,,,
3074,SFIX,,,,
3075,SFM,,,,
3076,SFNC,,,,
3077,SFST,,,,
3078,SFT,,,,
3079,SFTTW,,,,
3080,SG,,,,
3081,SGA,,,,
3082,SGBX,,,,
3083,SGC,,,,
3084,SGEN,,,,
3085,SGH,,,,
3086,SGLB,,,,
3087,SGLBW,,,,
3088,SGMA,,,,
3089,SGMO,,,,
3090,SGMS,,,,
3091,SGOC,,,,
3092,SGRP,,,,
3093,SGRY,,,,
3094,SHBI,,,,
3095,SHEN,,,,
3096,SHIP,,,,
3097,SHIPW,,,,
3098,SHIPZ,,,,
3099,SHLD,,,,
3100,SHOO,,,,
3101,SHSP,,,,
3102,SHV,,,,
3103,SHY,,,,
3104,SHYF,,,,
3105,SIBN,,,,
3106,SIC,,,,
3107,SIEB,,,,
3108,SIEN,,,,
3109,SIFY,,,,
3110,SIGA,,,,
3111,SIGI,,,,
3112,SILC,,,,
3113,SILK,,,,
3114,SIMO,,,,
3115,SINA,,,,
3116,SINO,,,,
3117,SINT,,,,
3118,SIOX,,,,
3119,SIRI,,,,
3120,SITM,,,,
3121,SIVB,,,,
3122,SIVBP,,,,
3123,SJ,,,,
3124,SKOR,,,,
3125,SKYW,,,,
3126,SKYY,,,,
3127,SLAB,,,,
3128,SLCT,,,,
3129,SLDB,,,,
3130,SLGG,,,,
3131,SLGL,,,,
3132,SLGN,,,,
3133,SLM,,,,
3134,SLMBP,,,,
3135,SLN,,,,
3136,SLNO,,,,
3137,SLP,,,,
3138,SLQD,,,,
3139,SLRC,,,,
3140,SLRX,,,,
3141,SLS,,,,
3142,SLVO,,,,
3143,SMBC,,,,
3144,SMBK,,,,
3145,SMCI,,,,
3146,SMCP,,,,
3147,SMED,,,,
3148,SMH,,,,
3149,SMID,,,,
3150,SMIT,,,,
3151,SMMC,,,,
3152,SMMCU,,,,
3153,SMMCW,,,,
3154,SMMF,,,,
3155,SMMT,,,,
3156,SMPL,,,,
3157,SMSI,,,,
3158,SMTC,,,,
3159,SMTI,,,,
3160,SMTX,,,,
3161,SNBP,,,,
3162,SNBR,,,,
3163,SNCA,,,,
3164,SNCR,,,,
3165,SND,,,,
3166,SNDE,,,,
3167,SNDL,,,,
3168,SNDX,,,,
3169,SNES,,,,
3170,SNEX,,,,
3171,SNFCA,,,,
3172,SNGX,,,,
3173,SNGXW,,,,
3174,SNLN,,,,
3175,SNOA,,,,
3176,SNPS,,,,
3177,SNSR,,,,
3178,SNSS,,,,
3179,SNUG,,,,
3180,SNY,,,,
3181,SOCL,,,,
3182,SOHO,,,,
3183,SOHOB,,,,
3184,SOHON,,,,
3185,SOHOO,,,,
3186,SOHU,,,,
3187,SOLO,,,,
3188,SOLOW,,,,
3189,SOLY,,,,
3190,SONA,,,,
3191,SONM,,,,
3192,SONN,,,,
3193,SONO,,,,
3194,SOXX,,,,
3195,SP,,,,
3196,SPCB,,,,
3197,SPFI,,,,
3198,SPI,,,,
3199,SPKE,,,,
3200,SPKEP,,,,
3201,SPLK,,,,
3202,SPNE,,,,
3203,SPNS,,,,
3204,SPOK,,,,
3205,SPPI,,,,
3206,SPQQ,,,,
3207,SPRB,,,,
3208,SPRO,,,,
3209,SPRT,,,,
3210,SPSC,,,,
3211,SPT,,,,
3212,SPTN,,,,
3213,SPWH,,,,
3214,SPWR,,,,
3215,SQBG,,,,
3216,SQFT,,,,
3217,SQLV,,,,
3218,SQQQ,,,,
3219,SRAC,,,,
3220,SRACU,,,,
3221,SRACW,,,,
3222,SRAX,,,,
3223,SRCE,,,,
3224,SRCL,,,,
3225,SRDX,,,,
3226,SRET,,,,
3227,SREV,,,,
3228,SRGA,,,,
3229,SRNE,,,,
3230,SRPT,,,,
3231,SRRA,,,,
3232,SRRK,,,,
3233,SRSAU,,,,
3234,SRTS,,,,
3235,SSB,,,,
3236,SSBI,,,,
3237,SSKN,,,,
3238,SSNC,,,,
3239,SSNT,,,,
3240,SSP,,,,
3241,SSPK,,,,
3242,SSPKU,,,,
3243,SSPKW,,,,
3244,SSRM,,,,
3245,SSSS,,,,
3246,SSTI,,,,
3247,SSYS,,,,
3248,STAA,,,,
3249,STAF,,,,
3250,STAY,,,,
3251,STBA,,,,
3252,STCN,,,,
3253,STEP,,,,
3254,STFC,,,,
3255,STIM,,,,
3256,STKL,,,,
3257,STKS,,,,
3258,STLD,,,,
3259,STMP,,,,
3260,STND,,,,
3261,STNE,,,,
3262,STOK,,,,
3263,STRA,,,,
3264,STRL,,,,
3265,STRM,,,,
3266,STRO,,,,
3267,STRS,,,,
3268,STRT,,,,
3269,STSA,,,,
3270,STTK,,,,
3271,STWO,,,,
3272,STWOU,,,,
3273,STWOW,,,,
3274,STX,,,,
3275,STXB,,,,
3276,SUMO,,,,
3277,SUMR,,,,
3278,SUNS,,,,
3279,SUNW,,,,
3280,SUPN,,,,
3281,SURF,,,,
3282,SUSB,,,,
3283,SUSC,,,,
3284,SUSL,,,,
3285,SVA,,,,
3286,SVAC,,,,
3287,SVACU,,,,
3288,SVACW,,,,
3289,SVBI,,,,
3290,SVC,,,,
3291,SVMK,,,,
3292,SVRA,,,,
3293,SVVC,,,,
3294,SWAV,,,,
3295,SWBI,,,,
3296,SWIR,,,,
3297,SWKH,,,,
3298,SWKS,,,,
3299,SWTX,,,,
3300,SXTC,,,,
3301,SY,,,,
3302,SYBT,,,,
3303,SYBX,,,,
3304,SYKE,,,,
3305,SYNA,,,,
3306,SYNC,,,,
3307,SYNH,,,,
3308,SYNL,,,,
3309,SYPR,,,,
3310,SYRS,,,,
3311,SYTA,,,,
3312,SYTAW,,,,
3313,TA,,,,
3314,TACO,,,,
3315,TACT,,,,
3316,TAIT,,,,
3317,TANH,,,,
3318,TANNI,,,,
3319,TANNL,,,,
3320,TANNZ,,,,
3321,TAOP,,,,
3322,TARA,,,,
3323,TARS,,,,
3324,TAST,,,,
3325,TATT,,,,
3326,TAYD,,,,
3327,TBBK,,,,
3328,TBIO,,,,
3329,TBK,,,,
3330,TBKCP,,,,
3331,TBLT,,,,
3332,TBLTW,,,,
3333,TBNK,,,,
3334,TBPH,,,,
3335,TC,,,,
3336,TCBI,,,,
3337,TCBIL,,,,
3338,TCBIP,,,,
3339,TCBK,,,,
3340,TCCO,,,,
3341,TCDA,,,,
3342,TCF,,,,
3343,TCFC,,,,
3344,TCFCP,,,,
3345,TCMD,,,,
3346,TCOM,,,,
3347,TCON,,,,
3348,TCPC,,,,
3349,TCRR,,,,
3350,TCX,,,,
3351,TDAC,,,,
3352,TDACU,,,,
3353,TDACW,,,,
3354,TDIV,,,,
3355,TEAM,,,,
3356,TECH,,,,
3357,TECTP,,,,
3358,TEDU,,,,
3359,TEKKU,,,,
3360,TELA,,,,
3361,TELL,,,,
3362,TENB,,,,
3363,TENX,,,,
3364,TER,,,,
3365,TESS,,,,
3366,TFFP,,,,
3367,TFSL,,,,
3368,TGA,,,,
3369,TGLS,,,,
3370,TGTX,,,,
3371,TH,,,,
3372,THBR,,,,
3373,THBRU,,,,
3374,THBRW,,,,
3375,THCA,,,,
3376,THCAU,,,,
3377,THCAW,,,,
3378,THCB,,,,
3379,THCBU,,,,
3380,THCBW,,,,
3381,THFF,,,,
3382,THMO,,,,
3383,THRM,,,,
3384,THRY,,,,
3385,THTX,,,,
3386,THWWW,,,,
3387,TIG,,,,
3388,TIGO,,,,
3389,TIGR,,,,
3390,TILE,,,,
3391,TIPT,,,,
3392,TITN,,,,
3393,TLC,,,,
3394,TLGT,,,,
3395,TLMD,,,,
3396,TLMDW,,,,
3397,TLND,,,,
3398,TLRY,,,,
3399,TLSA,,,,
3400,TLT,,,,
3401,TMDI,,,,
3402,TMDX,,,,
3403,TMPMU,,,,
3404,TMTS,,,,
3405,TMTSU,,,,
3406,TMTSW,,,,
3407,TMUS,,,,
3408,TNAV,,,,
3409,TNDM,,,,
3410,TNXP,,,,
3411,TOMZ,,,,
3412,TOPS,,,,
3413,TOTA,,,,
3414,TOTAR,,,,
3415,TOTAU,,,,
3416,TOTAW,,,,
3417,TOUR,,,,
3418,TOWN,,,,
3419,TPCO,,,,
3420,TPIC,,,,
3421,TPTX,,,,
3422,TQQQ,,,,
3423,TRCH,,,,
3424,TREE,,,,
3425,TRHC,,,,
3426,TRIB,,,,
3427,TRIL,,,,
3428,TRIP,,,,
3429,TRIT,,,,
3430,TRITW,,,,
3431,TRMB,,,,
3432,TRMD,,,,
3433,TRMK,,,,
3434,TRMT,,,,
3435,TRNS,,,,
3436,TROW,,,,
3437,TRS,,,,
3438,TRST,,,,
3439,TRUE,,,,
3440,TRUP,,,,
3441,TRVG,,,,
3442,TRVI,,,,
3443,TRVN,,,,
3444,TSBK,,,,
3445,TSC,,,,
3446,TSCAP,,,,
3447,TSCBP,,,,
3448,TSCO,,,,
3449,TSEM,,,,
3450,TSHA,,,,
3451,TSIAU,,,,
3452,TSLA,,,,
3453,TSRI,,,,
3454,TTCF,,,,
3455,TTCFW,,,,
3456,TTD,,,,
3457,TTEC,,,,
3458,TTEK,,,,
3459,TTGT,,,,
3460,TTMI,,,,
3461,TTNP,,,,
3462,TTOO,,,,
3463,TTTN,,,,
3464,TTWO,,,,
3465,TUR,,,,
3466,TURN,,,,
3467,TUSA,,,,
3468,TUSK,,,,
3469,TVTY,,,,
3470,TW,,,,
3471,TWCT,,,,
3472,TWCTU,,,,
3473,TWCTW,,,,
3474,TWIN,,,,
3475,TWNK,,,,
3476,TWNKW,,,,
3477,TWOU,,,,
3478,TWST,,,,
3479,TXG,,,,
3480,TXMD,,,,
3481,TXN,,,,
3482,TXRH,,,,
3483,TYHT,,,,
3484,TYME,,,,
3485,TZAC,,,,
3486,TZACU,,,,
3487,TZACW,,,,
3488,TZOO,,,,
3489,UAE,,,,
3490,UAL,,,,
3491,UBCP,,,,
3492,UBFO,,,,
3493,UBOH,,,,
3494,UBSI,,,,
3495,UBX,,,,
3496,UCBI,,,,
3497,UCBIO,,,,
3498,UCL,,,,
3499,UCTT,,,,
3500,UEIC,,,,
3501,UEPS,,,,
3502,UFCS,,,,
3503,UFO,,,,
3504,UFPI,,,,
3505,UFPT,,,,
3506,UG,,,,
3507,UHAL,,,,
3508,UIHC,,,,
3509,UK,,,,
3510,UKOMW,,,,
3511,ULBI,,,,
3512,ULH,,,,
3513,ULTA,,,,
3514,UMBF,,,,
3515,UMPQ,,,,
3516,UNAM,,,,
3517,UNB,,,,
3518,UNIT,,,,
3519,UNTY,,,,
3520,UONE,,,,
3521,UONEK,,,,
3522,UPLD,,,,
3523,UPWK,,,,
3524,URBN,,,,
3525,URGN,,,,
3526,UROV,,,,
3527,USAK,,,,
3528,USAP,,,,
3529,USAU,,,,
3530,USCR,,,,
3531,USEG,,,,
3532,USIG,,,,
3533,USIO,,,,
3534,USLB,,,,
3535,USLM,,,,
3536,USMC,,,,
3537,USOI,,,,
3538,USWS,,,,
3539,USWSW,,,,
3540,USXF,,,,
3541,UTHR,,,,
3542,UTMD,,,,
3543,UTSI,,,,
3544,UVSP,,,,
3545,UXIN,,,,
3546,VACQ,,,,
3547,VACQU,,,,
3548,VACQW,,,,
3549,VALU,,,,
3550,VBFC,,,,
3551,VBIV,,,,
3552,VBLT,,,,
3553,VBTX,,,,
3554,VC,,,,
3555,VCEL,,,,
3556,VCIT,,,,
3557,VCLT,,,,
3558,VCNX,,,,
3559,VCSH,,,,
3560,VCTR,,,,
3561,VCYT,,,,
3562,VECO,,,,
3563,VEON,,,,
3564,VERB,,,,
3565,VERBW,,,,
3566,VERI,,,,
3567,VERO,,,,
3568,VERU,,,,
3569,VERX,,,,
3570,VERY,,,,
3571,VETS,,,,
3572,VFF,,,,
3573,VG,,,,
3574,VGIT,,,,
3575,VGLT,,,,
3576,VGSH,,,,
3577,VIAC,,,,
3578,VIACA,,,,
3579,VIAV,,,,
3580,VICR,,,,
3581,VIE,,,,
3582,VIGI,,,,
3583,VIH,,,,
3584,VIHAU,,,,
3585,VIHAW,,,,
3586,VIOT,,,,
3587,VIR,,,,
3588,VIRC,,,,
3589,VIRT,,,,
3590,VISL,,,,
3591,VITL,,,,
3592,VIVE,,,,
3593,VIVO,,,,
3594,VJET,,,,
3595,VKTX,,,,
3596,VKTXW,,,,
3597,VLDR,,,,
3598,VLDRW,,,,
3599,VLGEA,,,,
3600,VLY,,,,
3601,VLYPO,,,,
3602,VLYPP,,,,
3603,VMAC,,,,
3604,VMACU,,,,
3605,VMACW,,,,
3606,VMBS,,,,
3607,VMD,,,,
3608,VNDA,,,,
3609,VNET,,,,
3610,VNOM,,,,
3611,VNQI,,,,
